1675209600000,1.00000000,1.00000000,0.99990000,0.99990000,29960450.00000000,1675213199999,29958643.46490000,27804,11895099.00000000,11895099.00000000,0
1675213200000,0.99990000,1.00000000,0.99990000,0.99990000,21774883.00000000,1675216799999,21773949.44760000,20917,12439359.00000000,12439359.00000000,0
1675216800000,0.99990000,1.00000000,0.99990000,1.00000000,31630844.00000000,1675220399999,31630029.80960000,17166,23488940.00000000,23488940.00000000,0
1675220400000,1.00000000,1.00000000,0.99990000,1.00000000,19573694.00000000,1675223999999,19572746.66810000,21757,10100375.00000000,10100375.00000000,0
1675224000000,0.99990000,1.00000000,0.99990000,0.99990000,18516727.00000000,1675227599999,18515471.03770000,16891,5957104.00000000,5957104.00000000,0
1675227600000,0.99990000,1.00000000,0.99990000,1.00000000,14332004.00000000,1675231199999,14331156.31440000,14010,5855148.00000000,5855148.00000000,0
1675231200000,0.99990000,1.00000000,0.99990000,0.99990000,18916664.00000000,1675234799999,18915806.10460000,20441,10337710.00000000,10337710.00000000,0
1675234800000,1.00000000,1.00000000,0.99990000,0.99990000,18394911.00000000,1675238399999,18393950.10980000,17679,8786009.00000000,8786009.00000000,0
1675238400000,0.99990000,1.00000000,0.99990000,0.99990000,17649088.00000000,1675241999999,17648091.17210000,23509,7680809.00000000,7680809.00000000,0
1675242000000,1.00000000,1.00000000,0.99990000,0.99990000,31200561.00000000,1675245599999,31199045.21270000,23734,16042688.00000000,16042688.00000000,0
1675245600000,1.00000000,1.00000000,0.99990000,0.99990000,23392430.00000000,1675249199999,23391203.18880000,21040,11124318.00000000,11124318.00000000,0
1675249200000,1.00000000,1.00000000,0.99990000,1.00000000,24326932.00000000,1675252799999,24325952.85910000,18144,14535523.00000000,14535523.00000000,0
1675252800000,0.99990000,1.00000000,0.99990000,1.00000000,18844254.00000000,1675256399999,18843289.01160000,18587,9194370.00000000,9194370.00000000,0
1675256400000,1.00000000,1.00000000,0.99990000,0.99990000,27596381.00000000,1675259999999,27594768.93360000,24171,11475717.00000000,11475717.00000000,0
1675260000000,1.00000000,1.00000000,0.99990000,0.99990000,30089084.00000000,1675263599999,30088218.03500000,20358,21429434.00000000,21429434.00000000,0
1675263600000,0.99990000,1.00000000,0.99990000,0.99990000,26205790.00000000,1675267199999,26204615.80100000,28883,14463800.00000000,14463800.00000000,0
1675267200000,0.99990000,1.00000000,0.99990000,0.99990000,25240478.00000000,1675270799999,25239531.77070000,21874,15778185.00000000,15778185.00000000,0
1675270800000,0.99990000,1.00000000,0.99990000,1.00000000,22087928.00000000,1675274399999,22086795.00440000,21301,10757972.00000000,10757972.00000000,0
1675274400000,1.00000000,1.00000000,0.99990000,0.99990000,22617252.00000000,1675277999999,22616414.03000000,23946,14237552.00000000,14237552.00000000,0
1675278000000,1.00000000,1.00000000,0.99990000,1.00000000,49691383.00000000,1675281599999,49689108.89460000,52958,26950329.00000000,26950329.00000000,0
1675281600000,1.00000000,1.00000000,0.99990000,0.99990000,42611986.00000000,1675285199999,42609764.55730000,54713,20397559.00000000,20397559.00000000,0
1675285200000,0.99990000,1.00000000,0.99990000,0.99990000,39062509.00000000,1675288799999,39059957.17610000,50257,13544270.00000000,13544270.00000000,0
1675288800000,0.99990000,1.00000000,0.99990000,0.99990000,32840134.00000000,1675292399999,32838259.94000000,39641,14099534.00000000,14099534.00000000,0
1675292400000,0.99990000,1.00000000,0.99990000,1.00000000,25971821.00000000,1675295999999,25970113.59650000,33233,8897786.00000000,8897786.00000000,0
1675296000000,1.00000000,1.00000000,0.99980000,0.99980000,65125378.00000000,1675299599999,65119285.68040000,41371,15948481.00000000,15947999.55360000,0
1675299600000,0.99980000,0.99990000,0.99980000,0.99980000,43865015.00000000,1675303199999,43858466.95590000,32954,22249589.00000000,22247364.04110000,0
1675303200000,0.99980000,0.99990000,0.99980000,0.99990000,39676709.00000000,1675306799999,39671374.08080000,26825,26004226.00000000,26001625.57740000,0
1675306800000,0.99980000,0.99990000,0.99980000,0.99980000,23935464.00000000,1675310399999,23931513.54880000,20320,8366416.00000000,8365579.35840000,0
1675310400000,0.99990000,0.99990000,0.99980000,0.99980000,32166164.00000000,1675313999999,32160522.86300000,22589,7920958.00000000,7920165.90420000,0
1675314000000,0.99980000,0.99990000,0.99980000,0.99980000,30476568.00000000,1675317599999,30471254.54750000,25464,7818611.00000000,7817829.13890000,0
1675317600000,0.99990000,0.99990000,0.99970000,0.99970000,42801602.00000000,1675321199999,42792639.79570000,30939,11035172.00000000,11033428.50460000,0
1675321200000,0.99970000,0.99980000,0.99970000,0.99980000,24592358.00000000,1675324799999,24585957.78230000,25520,9774897.00000000,9772942.02060000,0
1675324800000,0.99970000,0.99980000,0.99970000,0.99980000,30493035.00000000,1675328399999,30485210.47220000,31764,13233827.00000000,13231180.23460000,0
1675328400000,0.99970000,0.99980000,0.99970000,0.99970000,36509691.00000000,1675331999999,36501343.77480000,27594,26056821.00000000,26051609.63580000,0
1675332000000,0.99970000,0.99980000,0.99970000,0.99970000,30180030.00000000,1675335599999,30172531.28800000,38808,15552970.00000000,15549859.40600000,0
1675335600000,0.99970000,0.99980000,0.99970000,0.99970000,71233194.00000000,1675339199999,71217693.45420000,37051,58694124.00000000,58682385.17520000,0
1675339200000,0.99970000,0.99990000,0.99970000,0.99980000,49741855.00000000,1675342799999,49733722.78810000,37536,32531845.00000000,32527279.07650000,0
1675342800000,0.99980000,1.00000000,0.99980000,0.99990000,86752012.00000000,1675346399999,86741783.05830000,38786,70634093.00000000,70627064.67480000,0
1675346400000,1.00000000,1.00000000,0.99990000,0.99990000,48907779.00000000,1675349999999,48904326.11900000,44277,14378969.00000000,14378969.00000000,0
1675350000000,0.99990000,1.00000000,0.99990000,0.99990000,43018805.00000000,1675353599999,43015554.76270000,41160,10516432.00000000,10516432.00000000,0
