1678543200000,1.00000000,1.00000000,0.88200000,0.91290000,108959660.00000000,1678546799999,99089712.08660000,27487,38341506.00000000,34895611.26770000,0
1678546800000,0.91270000,0.91790000,0.90960000,0.91280000,53803548.00000000,1678550399999,49154865.23950000,19161,23634250.00000000,21591364.48290000,0
1678550400000,0.91290000,0.92260000,0.91170000,0.92090000,60290210.00000000,1678553999999,55259006.55720000,23618,32379283.00000000,29671889.50530000,0
1678554000000,0.92080000,0.94100000,0.92030000,0.93850000,75317277.00000000,1678557599999,70242966.83730000,29646,39116196.00000000,36468975.06620000,0
1678557600000,0.93850000,0.94370000,0.92800000,0.94200000,55537199.00000000,1678561199999,52149745.69050000,31947,25616976.00000000,24064908.72160000,0
1678561200000,0.94200000,0.94800000,0.93940000,0.94610000,36085501.00000000,1678564799999,34002239.32170000,21209,20246174.00000000,19084800.90240000,0
1678564800000,0.94610000,0.97860000,0.94580000,0.97640000,95718722.00000000,1678568399999,92330773.16040000,42083,54181054.00000000,52187318.26110000,0
1678568400000,0.97640000,0.97840000,0.94820000,0.95450000,57778322.00000000,1678571999999,55512285.07830000,26089,27194448.00000000,26174225.34860000,0
1678572000000,0.95450000,0.95550000,0.94770000,0.94960000,35146051.00000000,1678575599999,33406589.07970000,14815,19493598.00000000,18526647.03150000,0
1678575600000,0.94960000,0.96640000,0.94860000,0.95920000,37662918.00000000,1678579199999,36034365.43320000,17599,22095329.00000000,21127897.54970000,0
1678579200000,0.95930000,0.96300000,0.95810000,0.96050000,22505103.00000000,1678582799999,21610312.56940000,10971,11145620.00000000,10702693.60980000,0
1678582800000,0.96010000,0.97440000,0.96000000,0.96890000,49686256.00000000,1678586399999,48187486.32920000,17892,25570142.00000000,24802587.83070000,0
1678586400000,0.96890000,0.96990000,0.96240000,0.96620000,36184151.00000000,1678589999999,34954904.28030000,19379,17570964.00000000,16977530.90160000,0
1678590000000,0.96620000,0.97000000,0.96490000,0.96910000,30778343.00000000,1678593599999,29790464.09060000,14795,18283280.00000000,17696594.51590000,0
